Ankara;(39. Yarış Günü);18/07/2026
1. Kosu :   14.00;ŞARTLI 4/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1300m; Çim;;;;Rekor Derece :1.23.75
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)178.500 TL;2.)71.400 TL;3.)35.700 TL;4.)17.850 TL;5.)8.925 TL;
4;BATURALP CAN SKG;2y k  e;MARCAVELLY (USA);SNOWFLAKE;57;A.KURŞUN;CAHİT KOCAMAN;G.TAŞDELEN;9 - DS;%5.47(3)  %5.47(3);67;1:11.49;8,95;2 Boy
5;SİLÜET KG K;2y d  e;SATONO ARES (JPN);APSARA;57;E.YAVUZ;ARMAĞAN ARAZ;Y.PETEK;8;%1.26(7)  %1.22(7);41;1:11.78;32,40;
6;SIBLINGS DB SK;2y d  e;BATTLEGROUND (USA);CELALİYE;57;M.A.SOLMAZ;SEDAT YILDIRIM;V.YILDIRIM;7;%1.78(6)  %1.73(6);42;1:12.19;22,50;
7;EGOISTA DB SK;2y d  d;NATIVE KHAN (FR);MAGNOLIA;55 +1.00;İ.AKYAVUZ;SEMİH KATI;M.DOLAK;6;%0.79(8)  %0.69(8);51;1:12.43;31,65;
8;HAWK DB SK;2y d  e;KANEKO;WYONA (USA);57 +0.30;Y.CENGİZ;İSHAK ŞAHİN;M.DOLAK;2;%0.59(9)  %0.5(9);51;1:12.82;34,90;
9;ETIQUETTE KG DB SK;2y d  e;AMERİKALI;LASER GIRL;57;M.AKYAVUZ;KENAN ÖZDEMİR;Y.ARİ;3;%3.47(4)  %3.23(4);45;1:13.71;19,95;
GANYAN(3) :1,20 TL, İKİLİ(3/8) :11,35 TL, SIRALI İKİLİ(3/8) :13,45 TL, ÜÇLÜ BAHİS(3/8/9) :60,50 TL, PLASE(3) :1,05 TL, PLASE(8) :1,05 TL, 4. ÇİFTE(7/3) :8,30 TL

6. Kosu :  TANDOĞAN KOŞUSU 16.30;G 3; 3 Yaşlı İngilizler; 58.00kg; 2000m; Kum;;;;Rekor Derece :2.06.89
İkramiye;;;;;Yetiştirici Primi;;;;
1.)2.500.000 TL;2.)1.000.000 TL;3.)500.000 TL;4.)250.000 TL;5.)125.000 TL;1.)750.000 TL;2.)300.000 TL;3.)150.000 TL;4.)75.000 TL;5.)37.500 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MANDRAKE SK;3y a  e;KLIMT (USA);MOMENT AFTER (USA);58;MÜS.ÇELİK;CEM KAAN PARSAK;K.ŞENTÜRK;3;%46.71(1)  %49(1);90;2:10.78;1,55;Boyun
2;BAYIR EFE K;3y d  e;BODEMEISTER (USA);ANOTHERMOUTHTOFEED (USA);58;SAL.ÇELİK;FERİT SALİH BAYIR;U.KULAK;1;%15.94(3)  %16(3);89;2:10.83;5,60;8 Boy
3;CALVADOS KG SK;3y d  e;KANEKO;VAVENDU;58;M.A.SOLMAZ;SEDAT YILDIRIM;V.YILDIRIM;9 - DS;%4.48(5)  %4.19(5);87;2:12.19;18,30;7 Boy
