Bursa;(27. Yarış Günü);13/07/2026
1. Kosu :   13.30;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 1800m; Çim;;;;Rekor Derece :1.46.66
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
8. Kosu :   17.00;KV-8/DHT; 3 Yaşlı Araplar; 57.00kg; 1200m; Kum;;;;Rekor Derece :1.19.33
İkramiye;;;;;Yetiştirici Primi;;;;
1.)975.000 TL;2.)390.000 TL;3.)195.000 TL;4.)97.500 TL;5.)48.750 TL;1.)292.500 TL;2.)117.000 TL;3.)58.500 TL;4.)29.250 TL;5.)14.625 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DADAKBEY KG DB SK;3y k  e;SERDÜMEN;KIZILGÜL;57;N.AVCİ;HİKMET AKBULUT;Y.AKBULUT;6;%2.6(7);39;1:21.75;21,65;1 Boy
2;ALTINBORA;3y k  e;YILMABAŞAR;GÜZ GÜZELİ;57;V.ABİŞ;İBRAHİM HALİL ARSLAN;ÇET.ARSLAN;2;%61.41(1);64;1:21.95;1,45;Yarım Boy
3;HAYDİ SEVDA KG K;3y a  d;KAYAYÜREKLİ;ALTIN SEVDA;55 +0.30;T.YILDIZ;HAYRİ YILDIRIM;HAY.YILDIRIM;4;%2.63(6);43;1:22.03;24,55;5,5 Boy
4;STARŞAH KG K;3y k  e;BİLDENHAN;CEĞİTLİ;57;M.M.BİLGİN;MEHMET SALİH ELĞAÇ;GAL.KILIÇ;1;%4.67(4);42;1:22.95;12,20;Burun
5;ERGÜNEŞ KG DB SK;3y d  e;SONALP;YEŞİLÇAY;57 +1.20;S.KAYA;ŞEMSETTİN TOYDEMİR;O.DEMİR;8;%8.49(3);40;1:22.96;8,15;
6;KÖSE RECEP;3y a  e;DİLİRAN;ASUYEL;57;A.YILDIZ;RUHAT SOL;Y.ARSLANCA;3;%3.38(5);42;1:23.45;13,05;
7;ÜSTÜNSOY KG SK;3y a  e;ÖZHABER;CERENİM;57;Ö.YILDIRIM;TAYYAR AKBULUT;B.AKBULUT;7;%16.3(2);49;1:24.30;3,85;
8;URASEFE KG K;3y k  e;YILMABAŞAR;SEVGİÇİÇEĞİ;57;C.ALTUN;ÖYKÜ NAZ CLARK;M.ÖZGÜL;5;%0.53(8);;1:26.00;54,45;
GANYAN(2) :21,65 TL, İKİLİ(1/2) :13,95 TL, SIRALI İKİLİ(2/1) :93,30 TL, ÜÇLÜ BAHİS(2/1/8) :1.637,60 TL, PLASE(1) :1,05 TL, PLASE(2) :1,05 TL, 7. ÇİFTE(4/2) :127,50 TL

9. Kosu :   17.30;KV-8/Dişi; 3 Yaşlı İngilizler; 58.00kg; 1400m; Kum;;;;Rekor Derece :1.24.50
İkramiye;;;;;Yetiştirici Primi;;;;
